SpreadsheetImportPlus v1,,,,,,,,,,,,,,
từ vựng,nghĩa,loại từ,giải thích,ví dụ,nghĩa ví dụ,collocation,synonym,antonym,tag_1,tag_2,tag_3,tag_4,id,_tags
없다,không có,Danh từ,,교실에 학생이 **없어요**.,Trong lớp học **không có** học sinh.,시간이 없다 (không có thời gian),,있다,THTH,Quyển_01,Bài_02,,THTH-01-00109,THTH::Quyển-01::Bài-02::4.Từ_mới
있다,"có (sở hữu), ở (vị trí)",Danh từ,,저는 책이 **있어요**.,Tôi **có** sách.,돈이 있다 (có tiền),,없다,THTH,Quyển_01,Bài_02,,THTH-01-00110,THTH::Quyển-01::Bài-02::4.Từ_mới
텔레비전,ti vi,Danh từ,,이것은 **텔레비전**이에요.,Đây là **ti vi**.,텔레비전을 보다 (xem ti vi),티비 (TV),,THTH,Quyển_01,Bài_02,,THTH-01-00111,THTH::Quyển-01::Bài-02::4.Từ_mới
휴대폰 / 핸드폰,điện thoại di động,Danh từ,,이것은 **휴대폰**이에요.,Đây là **điện thoại di động**.,휴대폰을 사용하다 (sử dụng điện thoại),스마트폰,,THTH,Quyển_01,Bài_02,,THTH-01-00112,THTH::Quyển-01::Bài-02::4.Từ-mới
일상생활,sinh hoạt hàng ngày,Danh từ,,**일상생활**이 바빠요.,**Sinh hoạt hàng ngày** bận rộn.,일상생활을 하다,,,THTH,Quyển_01,Bài_03,,THTH-01-00113,THTH::Quyển-01::Bài-03::1.Động_từ_1
동사,động từ,Danh từ,,이것은 **동사**예요.,Đây là **động từ**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00114,THTH::Quyển-01::Bài-03::1.Động_từ_1
가다,đi,Động từ,ra xa khỏi người nói,학교에 **가요**.,Tôi **đi** đến trường.,학교에 가다 (đi đến trường),,오다,THTH,Quyển_01,Bài_03,,THTH-01-00115,THTH::Quyển-01::Bài-03::1.Động_từ_1
오다,đến,Động từ,về phía người nói,친구가 집에 **와요**.,Bạn tôi **đến** nhà.,집에 오다 (về nhà),,가다,THTH,Quyển_01,Bài_03,,THTH-01-00116,THTH::Quyển-01::Bài-03::1.Động_từ_1
자다,ngủ,Động từ,,저는 밤에 **자요**.,Tôi **ngủ** vào ban đêm.,잠을 자다 (ngủ),취침하다,"일어나다, 깨다",THTH,Quyển_01,Bài_03,,THTH-01-00117,THTH::Quyển-01::Bài-03::1.Động_từ_1
먹다,ăn,Động từ,,밥을 **먹어요**.,Tôi **ăn** cơm.,밥을 먹다 (ăn cơm),"들다, 드시다 (kính ngữ)",굶다,THTH,Quyển_01,Bài_03,,THTH-01-00118,THTH::Quyển-01::Bài-03::1.Động_từ_1
마시다,uống,Động từ,,물을 **마셔요**.,Tôi **uống** nước.,물을 마시다 (uống nước),,,THTH,Quyển_01,Bài_03,,THTH-01-00119,THTH::Quyển-01::Bài-03::1.Động_từ_1
이야기하다,nói chuyện,Động từ,,친구와 **이야기해요**.,Tôi **nói chuyện** với bạn.,친구와 이야기하다 (nói chuyện với bạn),"말하다, 대화하다",듣다,THTH,Quyển_01,Bài_03,,THTH-01-00120,THTH::Quyển-01::Bài-03::1.Động_từ_1
읽다,đọc,Động từ,,책을 **읽어요**.,Tôi **đọc** sách.,책을 읽다 (đọc sách),,쓰다,THTH,Quyển_01,Bài_03,,THTH-01-00121,THTH::Quyển-01::Bài-03::1.Động_từ_1
듣다,nghe,Động từ,,음악을 **들어요**.,Tôi **nghe** nhạc.,음악을 듣다 (nghe nhạc),,말하다,THTH,Quyển_01,Bài_03,,THTH-01-00122,THTH::Quyển-01::Bài-03::1.Động_từ_1
보다,"xem, nhìn",Động từ,,영화를 **봐요**.,Tôi **xem** phim.,영화를 보다 (xem phim),,,THTH,Quyển_01,Bài_03,,THTH-01-00123,THTH::Quyển-01::Bài-03::1.Động_từ_1
일하다,làm việc,Động từ,,아버지는 **일해요**.,Bố tôi **làm việc**.,회사에서 일하다 (làm việc ở công ty),근무하다,"쉬다, 놀다",THTH,Quyển_01,Bài_03,,THTH-01-00124,THTH::Quyển-01::Bài-03::1.Động_từ_1
공부하다,(tự) học bài,Động từ,,저는 **공부해요**.,Tôi **học bài**.,한국어를 공부하다 (học tiếng Hàn),학습하다,놀다,THTH,Quyển_01,Bài_03,,THTH-01-00125,THTH::Quyển-01::Bài-03::1.Động_từ_1
운동하다,tập thể dục/vận động,Động từ,,공원에서 **운동해요**.,Tôi **tập thể dục** ở công viên.,공원에서 운동하다 (tập thể dục ở công viên),,,THTH,Quyển_01,Bài_03,,THTH-01-00126,THTH::Quyển-01::Bài-03::1.Động_từ_1
쉬다,nghỉ ngơi,Động từ,,집에서 **쉬어요**.,Tôi **nghỉ ngơi** ở nhà.,집에서 쉬다 (nghỉ ngơi ở nhà),휴식하다,일하다,THTH,Quyển_01,Bài_03,,THTH-01-00127,THTH::Quyển-01::Bài-03::1.Động_từ_1
만나다,gặp mặt,Động từ,,친구를 **만나요**.,Tôi **gặp** bạn.,친구를 만나다 (gặp bạn),,헤어지다,THTH,Quyển_01,Bài_03,,THTH-01-00128,THTH::Quyển-01::Bài-03::1.Động_từ_1
사다,mua,Động từ,,옷을 **사요**.,Tôi **mua** quần áo.,옷을 사다 (mua quần áo),"구매하다, 구입하다",팔다,THTH,Quyển_01,Bài_03,,THTH-01-00129,THTH::Quyển-01::Bài-03::1.Động_từ_1
좋아하다,thích,Động từ,,저는 사과를 **좋아해요**.,Tôi **thích** táo.,,,싫어하다,THTH,Quyển_01,Bài_03,,THTH-01-00130,THTH::Quyển-01::Bài-03::1.Động_từ_1
형용사,Tính từ (Tên loại từ),Danh từ,,이것은 **형용사**예요.,Đây là **Tính từ**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00131,THTH::Quyển-01::Bài-03::2.Tính_từ_1
크다,to lớn,Tính từ,,이 가방은 **커요**.,Cái cặp này **to**.,키가 크다 (cao),,작다,THTH,Quyển_01,Bài_03,,THTH-01-00132,THTH::Quyển-01::Bài-03::2.Tính_từ_1
작다,nhỏ bé,Tính từ,,이 가방은 **작아요**.,Cái cặp này **nhỏ**.,키가 작다 (thấp),,크다,THTH,Quyển_01,Bài_03,,THTH-01-00133,THTH::Quyển-01::Bài-03::2.Tính_từ_1
많다,nhiều,Tính từ,,사과가 **많아요**.,Có **nhiều** táo.,사람이 많다 (nhiều người),,적다,THTH,Quyển_01,Bài_03,,THTH-01-00134,THTH::Quyển-01::Bài-03::2.Tính_từ_1
적다,ít,Tính từ,,사과가 **적어요**.,Có **ít** táo.,사람이 적다 (ít người),,많다,THTH,Quyển_01,Bài_03,,THTH-01-00135,THTH::Quyển-01::Bài-03::2.Tính_từ_1
좋다,tốt/hay,Tính từ,,날씨가 **좋아요**.,Thời tiết **tốt**.,기분이 좋다 (tâm trạng tốt),,나쁘다,THTH,Quyển_01,Bài_03,,THTH-01-00136,THTH::Quyển-01::Bài-03::2.Tính_từ_1
나쁘다,"xấu, tệ",Tính từ,,날씨가 **나빠요**.,Thời tiết **xấu**.,기분이 나쁘다 (tâm trạng tệ),,좋다,THTH,Quyển_01,Bài_03,,THTH-01-00137,THTH::Quyển-01::Bài-03::2.Tính_từ_1
재미있다,thú vị,Tính từ,,영화가 **재미있어요**.,Phim **thú vị**.,영화가 재미있다 (phim thú vị),흥미롭다,"재미없다, 지루하다",THTH,Quyển_01,Bài_03,,THTH-01-00138,THTH::Quyển-01::Bài-03::2.Tính_từ_1
재미없다,không thú vị,Tính từ,,영화가 **재미없어요**.,Phim **không thú vị**.,영화가 재미없다 (phim không thú vị),지루하다,재미있다,THTH,Quyển_01,Bài_03,,THTH-01-00139,THTH::Quyển-01::Bài-03::2.Tính_từ_1
일상생활 관련 어휘,Từ vựng liên quan đến sinh hoạt hàng ngày,Danh từ,,**일상생활 관련 어휘**를 배워요.,Học **từ vựng liên quan đến sinh hoạt hàng ngày**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00140,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
관련,sự liên quan,Danh từ,,이 책과 **관련**이 있어요.,Có **sự liên quan** với cuốn sách này.,관련이 있다 (có liên quan),,,THTH,Quyển_01,Bài_03,,THTH-01-00141,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
차,trà,Danh từ,,저는 **차**를 마셔요.,Tôi uống **trà**.,차를 마시다 (uống trà),,,THTH,Quyển_01,Bài_03,,THTH-01-00142,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
커피,cà phê,Danh từ,,저는 **커피**를 마셔요.,Tôi uống **cà phê**.,커피를 마시다 (uống cà phê),,,THTH,Quyển_01,Bài_03,,THTH-01-00143,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
빵,bánh mì,Danh từ,,저는 **빵**을 먹어요.,Tôi ăn **bánh mì**.,빵을 먹다 (ăn bánh mì),,,THTH,Quyển_01,Bài_03,,THTH-01-00144,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
우유,sữa,Danh từ,,저는 **우유**를 마셔요.,Tôi uống **sữa**.,우유를 마시다 (uống sữa),,,THTH,Quyển_01,Bài_03,,THTH-01-00145,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
영화,phim/phim điện ảnh,Danh từ,,저는 **영화**를 봐요.,Tôi xem **phim**.,영화를 보다 (xem phim),,,THTH,Quyển_01,Bài_03,,THTH-01-00146,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
음악,âm nhạc,Danh từ,,저는 **음악**을 들어요.,Tôi nghe **âm nhạc**.,음악을 듣다 (nghe nhạc),,,THTH,Quyển_01,Bài_03,,THTH-01-00147,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
신문,báo/báo giấy,Danh từ,,아버지는 **신문**을 읽어요.,Bố tôi đọc **báo**.,신문을 읽다 (đọc báo),,,THTH,Quyển_01,Bài_03,,THTH-01-00148,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
친구,bạn/bạn bè,Danh từ,,저는 **친구**를 만나요.,Tôi gặp **bạn**.,친구를 사귀다 (kết bạn),"벗, 동무",,THTH,Quyển_01,Bài_03,,THTH-01-00149,THTH::Quyển-01::Bài-03::3.Từ_thường_dùng_hàng_ngày
대명사,Đại từ (Tên loại từ),Danh từ,,이것은 **대명사**예요.,Đây là **Đại từ**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00150,THTH::Quyển-01::Bài-03::4.의문대형사
의문대명사,Đại từ nghi vấn,Danh từ,,이것은 **의문대명사**예요.,Đây là **Đại từ nghi vấn**.,,뭐,,THTH,Quyển_01,Bài_03,,THTH-01-00151,THTH::Quyển-01::Bài-03::4.의문대형사
무엇,cái gì,Danh từ,,이것은 **무엇**이에요?,Cái này là **cái gì**?,,,,THTH,Quyển_01,Bài_03,,THTH-01-00152,THTH::Quyển-01::Bài-03::4.의문대형사
어디,ở đâu,Danh từ,,여기가 **어디**예요?,Đây là **ở đâu**?,,,,THTH,Quyển_01,Bài_03,,THTH-01-00153,THTH::Quyển-01::Bài-03::4.의문대형사
누구,ai,Danh từ,"Khi 누구 được dùng làm chủ ngữ trong câu, nó được cộng thêm –가 vào và biến đổi thành 누가.",이 사람은 **누구**예요?,Người này là **ai**?,,,,THTH,Quyển_01,Bài_03,,THTH-01-00154,THTH::Quyển-01::Bài-03::4.의문대형사
언제,"khi nào, bao giờ",Danh từ,,생일이 **언제**예요?,Sinh nhật là **khi nào**?,공원에 가다 (đi công viên),,,THTH,Quyển_01,Bài_03,,THTH-01-00155,THTH::Quyển-01::Bài-03::4.의문대형사
공원,công viên,Danh từ,,**공원**에 가요.,Tôi đi **công viên**.,노래를 부르다 (hát một bài hát),,,THTH,Quyển_01,Bài_03,,THTH-01-00156,THTH::Quyển-01::Bài-03::5.Từ_mới
노래,bài hát,Danh từ,,**노래**를 들어요.,Tôi nghe **bài hát**.,건물을 짓다 (xây toà nhà),빌딩,,THTH,Quyển_01,Bài_03,,THTH-01-00157,THTH::Quyển-01::Bài-03::5.Từ_mới
건물 / 빌딩,tòa nhà,Danh từ,빌딩 là từ mượn (building),이것은 높은 **건물**이에요.,Đây là **tòa nhà** cao.,방을 청소하다 (dọn phòng),,,THTH,Quyển_01,Bài_03,,THTH-01-00158,THTH::Quyển-01::Bài-03::5.Từ_mới
대한빌딩,Tòa nhà Daehan,Danh từ,,여기는 **대한빌딩**이에요.,Đây là **Tòa nhà Daehan**.,사과를 깎다 (gọt táo),,,THTH,Quyển_01,Bài_03,,THTH-01-00159,THTH::Quyển-01::Bài-03::5.Từ_mới
방,phòng,Danh từ,,이것은 제 **방**이에요.,Đây là **phòng** của tôi.,공원을 산책하다 (đi dạo ở công viên),,,THTH,Quyển_01,Bài_03,,THTH-01-00160,THTH::Quyển-01::Bài-03::5.Từ_mới
사과,táo,Danh từ,,**사과**를 먹어요.,Tôi ăn **táo**.,백화점에서 쇼핑하다 (mua sắm ở TTTM),,,THTH,Quyển_01,Bài_03,,THTH-01-00161,THTH::Quyển-01::Bài-03::5.Từ_mới
산책하다,đi dạo,Động từ,,공원에서 **산책해요**.,Tôi **đi dạo** ở công viên.,시내에 나가다 (ra trung tâm thành phố),,,THTH,Quyển_01,Bài_03,,THTH-01-00162,THTH::Quyển-01::Bài-03::5.Từ_mới
쇼핑하다,mua sắm,Động từ,,백화점에서 **쇼핑해요**.,Tôi **mua sắm** ở trung tâm thương mại.,시장에 가다 (đi chợ),,,THTH,Quyển_01,Bài_03,,THTH-01-00163,THTH::Quyển-01::Bài-03::5.Từ_mới
시내,"nội thành, trung tâm thành phố",Danh từ,,**시내**에 가요.,Tôi đi vào **trung tâm thành phố**.,점심을 식사하다 (ăn trưa),밥을 먹다,,THTH,Quyển_01,Bài_03,,THTH-01-00164,THTH::Quyển-01::Bài-03::5.Từ_mới
시장,chợ,Danh từ,,**시장**에 가요.,Tôi đi **chợ**.,아주 재미있다 (rất thú vị),"매우, 너무, 굉장히",,THTH,Quyển_01,Bài_03,,THTH-01-00165,THTH::Quyển-01::Bài-03::5.Từ_mới
식사하다,ăn cơm/dùng bữa,Động từ,,친구와 **식사해요**.,Tôi **dùng bữa** với bạn.,여행을 가다 (đi du lịch),,,THTH,Quyển_01,Bài_03,,THTH-01-00166,THTH::Quyển-01::Bài-03::5.Từ_mới
아이스크림,kem,Danh từ,,**아이스크림**을 먹어요.,Tôi ăn **kem**.,옷을 입다 (mặc quần áo),의복,,THTH,Quyển_01,Bài_03,,THTH-01-00167,THTH::Quyển-01::Bài-03::5.Từ_mới
아주,rất,Phó từ,,날씨가 **아주** 좋아요.,Thời tiết **rất** tốt.,책상 위에 있다 (ở trên bàn),,"아래, 밑",THTH,Quyển_01,Bài_03,,THTH-01-00168,THTH::Quyển-01::Bài-03::5.Từ_mới
여행,chuyến du lịch,Danh từ,,**여행**을 가요.,Tôi đi **du lịch**.,,종종,"가끔, 드물게",THTH,Quyển_01,Bài_03,,THTH-01-00169,THTH::Quyển-01::Bài-03::5.Từ_mới
옷,quần áo/áo,Danh từ,,**옷**을 사요.,Tôi mua **quần áo**.,친구에게 전화하다 (gọi điện cho bạn),"통화하다, 전화를 걸다",,THTH,Quyển_01,Bài_03,,THTH-01-00170,THTH::Quyển-01::Bài-03::5.Từ_mới
이메일 주소,địa chỉ email,Cụm Danh từ,,이것은 제 **이메일 주소**예요.,Đây là **địa chỉ email** của tôi.,,이제,"아까, 나중에",THTH,Quyển_01,Bài_03,,THTH-01-00171,THTH::Quyển-01::Bài-03::5.Từ_mới
위,phía trên/bên trên,Danh từ,,책상 **위**에 책이 있어요.,Có sách ở **phía trên** bàn.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00172,THTH::Quyển-01::Bài-03::5.Từ_mới
자주,thường xuyên,Phó từ,,저는 **자주** 영화를 봐요.,Tôi **thường xuyên** xem phim.,축구 경기 (trận bóng đá),,,THTH,Quyển_01,Bài_03,,THTH-01-00173,THTH::Quyển-01::Bài-03::5.Từ_mới
전화하다,gọi điện thoại,Động từ,,친구에게 **전화해요**.,Tôi **gọi điện thoại** cho bạn.,카페에 가다 (đến quán cà phê),커피숍,,THTH,Quyển_01,Bài_03,,THTH-01-00174,THTH::Quyển-01::Bài-03::5.Từ_mới
지금,bây giờ,Phó từ,,**지금** 공부해요.,**Bây giờ** tôi học bài.,헬스장에 가다 (đến phòng gym),헬스크럽,,THTH,Quyển_01,Bài_03,,THTH-01-00175,THTH::Quyển-01::Bài-03::5.Từ_mới
축구하다,đá bóng,Động từ,,친구와 **축구해요**.,Tôi **đá bóng** với bạn.,수박을 먹다 (ăn dưa hấu),,,THTH,Quyển_01,Bài_03,,THTH-01-00176,THTH::Quyển-01::Bài-03::5.Từ_mới
축구,bóng đá,Danh từ,,저는 **축구**를 좋아해요.,Tôi thích **bóng đá**.,,미워하다,"좋아하다, 사랑하다",THTH,Quyển_01,Bài_03,,THTH-01-00177,THTH::Quyển-01::Bài-03::5.Từ_mới
카페 / 커피숍,quán cà phê,Danh từ,,**카페**에 가요.,Tôi đi **quán cà phê**.,비빔밥을 만들다 (làm cơm trộn),,,THTH,Quyển_01,Bài_03,,THTH-01-00178,THTH::Quyển-01::Bài-03::5.Từ_mới
헬스크럽,câu lạc bộ thể hình,Danh từ,,**헬스크럽**에 가요.,Tôi đi **câu lạc bộ thể hình**.,취미가 뭐예요? (Sở thích của bạn là gì?),,,THTH,Quyển_01,Bài_03,,THTH-01-00179,THTH::Quyển-01::Bài-03::5.Từ_mới
헬스장,phòng Gym,Danh từ,,**헬스장**에 가요.,Tôi đi **phòng gym**.,구두를 신다 (mang giày da),,운동화,THTH,Quyển_01,Bài_03,,THTH-01-00180,THTH::Quyển-01::Bài-03::5.Từ_mới
수박,dưa hấu,Danh từ,,**수박**을 먹어요.,Tôi ăn **dưa hấu**.,과일을 깎다 (gọt trái cây),,"채소, 야채",THTH,Quyển_01,Bài_03,,THTH-01-00181,THTH::Quyển-01::Bài-03::5.Từ_mới
싫어하다,ghét,Động từ,,저는 공부를 **싫어해요**.,Tôi **ghét** học.,술집에 가다 (đi quán rượu),,,THTH,Quyển_01,Bài_03,,THTH-01-00182,THTH::Quyển-01::Bài-03::5.Từ_mới
비빔밥,cơm trộn,Danh từ,,**비빔밥**을 먹어요.,Tôi ăn **cơm trộn**.,점심을 먹다 (ăn trưa),,"아침, 저녁",THTH,Quyển_01,Bài_03,,THTH-01-00183,THTH::Quyển-01::Bài-03::5.Từ_mới
취미,sở thích,Danh từ,,제 **취미**는 운동이에요.,**Sở thích** của tôi là thể thao.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00184,THTH::Quyển-01::Bài-03::5.Từ_mới
녹차,trà xanh,Danh từ,,**녹차**를 마셔요.,Tôi uống **trà xanh**.,,,봄,THTH,Quyển_01,Bài_03,,THTH-01-00185,THTH::Quyển-01::Bài-03::5.Từ_mới
토마토,cà chua,Danh từ,,**토마토**를 먹어요.,Tôi ăn **cà chua**.,된장찌개를 끓이다 (nấu canh đậu tương),,,THTH,Quyển_01,Bài_03,,THTH-01-00186,THTH::Quyển-01::Bài-03::5.Từ_mới
토마토 주스,nước ép cà chua,Cụm Danh từ,,**토마토 주스**를 마셔요.,Tôi uống **nước ép cà chua**.,소파에 앉다 (ngồi trên sofa),,,THTH,Quyển_01,Bài_03,,THTH-01-00187,THTH::Quyển-01::Bài-03::5.Từ_mới
수박 주스,nước ép dưa hấu,Cụm Danh từ,,**수박 주스**를 마셔요.,Tôi uống **nước ép dưa hấu**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00188,THTH::Quyển-01::Bài-03::5.Từ_mới
사과 주스,nước ép táo,Cụm Danh từ,,**사과 주스**를 마셔요.,Tôi uống **nước ép táo**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00189,THTH::Quyển-01::Bài-03::5.Từ_mới
구두,"giày da, guốc",Danh từ,,이것은 **구두**예요.,Đây là **giày da**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00190,THTH::Quyển-01::Bài-03::5.Từ_mới
과일,trái cây,Danh từ,,**과일**을 먹어요.,Tôi ăn **trái cây**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00191,THTH::Quyển-01::Bài-03::5.Từ_mới
술집,"quán nhậu, quán rượu",Danh từ,,**술집**에 가요.,Tôi đi **quán rượu**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00192,THTH::Quyển-01::Bài-03::5.Từ_mới
점심,bữa trưa/buổi trưa,Danh từ,,**점심**을 먹어요.,Tôi ăn **trưa**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00193,THTH::Quyển-01::Bài-03::5.Từ_mới
학교 생활,cuộc sống học đường,Cụm Danh từ,,**학교 생활**이 재미있어요.,**Cuộc sống học đường** thú vị.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00194,THTH::Quyển-01::Bài-03::5.Từ_mới
장미꽃,hoa hồng,Danh từ,,이것은 **장미꽃**이에요.,Đây là **hoa hồng**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00195,THTH::Quyển-01::Bài-03::5.Từ_mới
가을,mùa thu,Danh từ,,**가을**을 좋아해요.,Tôi thích **mùa thu**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00196,THTH::Quyển-01::Bài-03::5.Từ_mới
된장찌개,canh đậu tương,Danh từ,,**된장찌개**를 먹어요.,Tôi ăn **canh đậu tương**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00197,THTH::Quyển-01::Bài-03::5.Từ_mới
소파,sofa,Danh từ,,이것은 **소파**예요.,Đây là **sofa**.,,,,THTH,Quyển_01,Bài_03,,THTH-01-00198,THTH::Quyển-01::Bài-03::5.Từ_mới
사진,bức ảnh,Danh từ,,이것은 **사진**이에요.,Đây là **bức ảnh**.,사진을 찍다 (chụp ảnh),,,THTH,Quyển_01,Bài_02,,THTH-01-00199,THTH::Quyển-01::Bài-02::5.Từ_mới
불,"bóng đèn, lửa",Danh từ,,**불**을 켜요.,Bật **đèn/lửa**.,불을 켜다/끄다 (bật/tắt đèn),,,THTH,Quyển_01,Bài_02,,THTH-01-00200,THTH::Quyển-01::Bài-02::5.Từ_mới
요일,thứ ngày,Danh từ,,오늘은 무슨 **요일**이에요?,Hôm nay là **thứ** mấy?,무슨 요일이에요? (hôm nay là thứ mấy?),,,THTH,Quyển_01,Bài_02,,THTH-01-00201,THTH::Quyển-01::Bài-02::5.Từ_mới
